id_commune,nom_commune,arrondissement,zone_wbg,urbain_rural,strate,brh_maison_de_transfert,brh_agent_non_bancaire,brh_banque,brh_atm,brh_microfinance,brh_caisse_populaire,brh_total_effectif,population_totale,population_urbaine,pop_masculine,pop_masculine_urbaine,pop_feminine,pop_feminine_urbaine,pop_masculine_18_plus,pop_masculine_18_plus_urbaine,pop_feminine_18_plus,pop_feminine_18_plus_urbaine,nb_menages,nb_menages_urbains,superficie_km2,superficie_urbaine_km2,taux_compte_formel,taux_compte_mobile,taux_utilisation_OTA,score_connaissance_fka,taux_connaissance_banque,taux_satisfaction_banque,taux_epargne_formelle,taux_endettement_formel,taux_telephone_mobile,taux_internet,acces_routier,classe_urbanisation,classe_densite_demographique,classe_densite_bancaire,classe_diversite_services,taux_pauvrete_proxy,indice_privation_spatiale,classe_privation_spatiale,departement,classe_taille_population,classe_pauvrete,a_une_banque,profil_services_financiers,classe_taille_menage,part_urbaine,densite_hab_km2,densite_bancaire_10k,nb_types_services,taille_moyenne_menage
C-001,Port-au-Prince,Port-au-Prince,PAP,Urbain,Urbaine-PAP,139,248,22,30,16,6,461,989447,988438,468815,468450,520632,519988,322606,322364,358875,358458,213294,213077,36.04,25.29,20.86,7.19,55.06,4.0,91.2,49.72,15.34,11.4,84.34,29.75,Proche,Urbaine,Élevée,Élevée,Élevée,44.2,0.276,Faible,Ouest,Grande,Faible,Oui,Pôle financier complet,Moyenne,0.9989802384564307,27454.134295227526,4.659168202036087,6,4.638888107494819
C-002,Delmas,Port-au-Prince,PAP,Urbain,Urbaine-PAP,168,184,25,37,8,2,424,396122,396122,188524,188524,207598,207598,125356,125356,134822,134822,83739,83739,27.74,27.74,21.11,6.17,52.73,3.92,95.03,59.55,18.04,8.88,77.0,56.33,Proche,Urbaine,Élevée,Élevée,Élevée,56.4,0.492,Moyenne,Ouest,Grande,Moyenne,Oui,Pôle financier complet,Moyenne,1.0,14279.812545061284,10.703773080010704,6,4.730436236401199
C-003,Cité Soleil,Port-au-Prince,PAP,Urbain,Urbaine-PAP,9,21,2,1,2,1,36,265687,265687,130716,130716,134971,134971,86918,86918,87653,87653,59435,59435,21.81,21.81,21.48,6.72,60.39,4.48,96.25,84.06,15.83,12.58,77.48,40.53,Proche,Urbaine,Élevée,Faible,Élevée,74.7,0.93,Élevée,Ouest,Grande,Élevée,Oui,Pôle financier complet,Moyenne,1.0,12181.88904172398,1.354977849875982,6,4.470211155043325
C-004,Tabarre,Port-au-Prince,PAP,Urbain,Urbaine-PAP,52,56,8,9,3,1,129,130564,130564,61873,61873,68691,68691,41143,41143,44611,44611,27547,27547,24.47,24.47,25.07,7.8,63.87,3.44,97.25,83.5,12.6,6.96,76.9,44.19,Proche,Urbaine,Élevée,Élevée,Élevée,63.7,0.657,Moyenne,Ouest,Grande,Moyenne,Oui,Pôle financier complet,Moyenne,1.0,5335.676338373519,9.880212003308722,6,4.739681272007841
C-005,Carrefour,Port-au-Prince,PAP,Urbain,Urbaine-PAP,230,122,12,9,7,1,381,512467,511446,244664,244077,267803,267369,162643,162251,178235,177946,105196,104938,165.16,21.85,18.98,7.56,54.28,4.83,100.0,60.6,16.03,10.03,78.03,33.09,Proche,Urbaine,Élevée,Élevée,Élevée,45.4,0.241,Faible,Ouest,Grande,Faible,Oui,Pôle financier complet,Grande,0.9980076765918586,3102.851780092032,7.434625058784273,6,4.871544545419978
C-006,Pétion-Ville,Port-au-Prince,PAP,Urbain,Urbaine-PAP,124,129,28,34,9,3,327,377688,374446,183838,183190,193850,191256,127288,126842,132581,130829,83259,82552,165.49,37.34,15.92,11.24,53.01,3.31,63.5,58.43,16.51,11.04,68.07,48.28,Proche,Urbaine,Élevée,Élevée,Élevée,53.8,0.432,Moyenne,Ouest,Grande,Moyenne,Oui,Pôle financier complet,Moyenne,0.9914161953781958,2282.2406187685056,8.657939886890768,6,4.536302381724498
C-007,Kenscoff,Port-au-Prince,Connectée (RN),Urbain,Urbaine-Connectée (RN),2,8,0,0,0,1,11,57573,49885,28978,25305,28595,24580,18748,16308,18611,15981,13178,11484,202.76,1.46,14.47,2.39,53.49,4.23,94.43,50.51,13.77,9.7,80.74,42.26,Moyen,Urbaine,Moyenne,Moyenne,Moyenne,78.6,0.895,Élevée,Ouest,Moyenne,Élevée,Non,Caisse populaire uniquement,Petite,0.8664651833324649,283.9465377786546,1.9106178243273757,3,4.368872363029292
C-008,Gressier,Port-au-Prince,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),31,21,0,0,0,2,54,36541,34142,18440,17280,18101,16862,11655,10899,11783,10980,8985,8427,92.31,1.76,16.37,7.95,55.58,3.03,91.89,72.84,11.76,10.25,79.47,41.61,Proche,Urbaine,Moyenne,Élevée,Moyenne,63.6,0.68,Moyenne,Ouest,Petite,Moyenne,Non,Caisse populaire uniquement,Petite,0.9343477190005747,395.8509370599068,14.77792069182562,3,4.066889259877573
C-009,Léogâne,Léogâne,Connectée (RN),Urbain,Urbaine-Connectée (RN),65,65,3,2,6,4,145,200287,190275,99844,94891,100443,95384,64954,61743,67175,63813,46307,43953,385.23,10.61,13.18,2.36,47.07,3.89,74.66,68.63,15.23,14.03,74.45,29.79,Proche,Urbaine,Élevée,Élevée,Élevée,72.3,0.846,Élevée,Ouest,Grande,Élevée,Oui,Pôle financier complet,Petite,0.9500117331629112,519.9153752303819,7.2396111579882865,6,4.325199213941737
C-010,Petit-Goâve,Léogâne,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),26,49,3,1,4,0,83,173389,170529,88019,86438,85370,84091,56645,55627,56406,55577,39766,39077,387.88,6.69,27.8,7.63,66.79,4.14,100.0,80.53,12.75,12.82,85.95,42.46,Moyen,Urbaine,Élevée,Élevée,Élevée,52.6,0.423,Faible,Ouest,Grande,Faible,Oui,Pôle financier complet,Petite,0.9835052973372013,447.0171186965041,4.786924199343672,5,4.360232359301916
C-011,Grand-Goâve,Léogâne,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),5,13,0,1,0,1,20,136799,110974,64885,53778,71914,57196,39563,32480,46369,36104,33792,27094,242.79,1.53,25.65,7.68,68.72,5.11,82.89,81.84,17.52,9.87,87.02,47.33,Éloigné,Urbaine,Élevée,Faible,Élevée,68.9,0.809,Élevée,Ouest,Grande,Élevée,Non,Caisse populaire uniquement,Petite,0.8112193802586276,563.4457761851806,1.461998991220696,4,4.048265861742424
C-012,Croix-des-Bouquets,Croix-des-Bouquets,PAP,Urbain,Urbaine-PAP,104,97,5,3,10,3,222,250205,231077,123113,114906,127092,116171,80390,75021,83044,75943,54465,50268,634.62,5.46,24.75,8.68,63.94,3.88,92.75,63.08,14.08,10.23,76.99,40.51,Proche,Urbaine,Moyenne,Élevée,Élevée,59.8,0.539,Moyenne,Ouest,Grande,Moyenne,Oui,Pôle financier complet,Moyenne,0.9235506884354829,394.25955690019225,8.872724366019865,6,4.5938676214082435
C-013,Thomazeau,Croix-des-Bouquets,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),5,7,0,0,0,0,12,53093,44006,27242,22803,25851,21203,16650,13788,16147,13170,12462,10392,300.39,1.3,25.8,7.55,56.34,3.71,100.0,78.01,18.88,8.89,82.18,49.4,Proche,Urbaine,Faible,Moyenne,Moyenne,45.7,0.275,Faible,Ouest,Moyenne,Faible,Non,Aucune institution formelle,Petite,0.8288474940199273,176.74689570225374,2.260184958469101,2,4.2603915904349225
C-014,Ganthier,Croix-des-Bouquets,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),5,16,0,1,1,0,23,62683,57636,31614,29327,31069,28309,20669,19185,19654,17878,12292,11142,496.11,2.42,32.13,7.87,39.25,3.39,100.0,64.43,10.22,12.16,100.0,49.14,Moyen,Urbaine,Faible,Élevée,Élevée,54.0,0.334,Faible,Ouest,Moyenne,Moyenne,Non,Microfinance sans banque,Grande,0.9194837515753873,126.34899518252,3.669256417210408,4,5.099495606898796
C-015,Cornillon,Croix-des-Bouquets,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,4,0,0,1,0,7,59811,17583,30890,9383,28921,8200,18308,5247,17179,4762,12997,4214,223.24,0.87,21.88,11.04,76.56,3.09,100.0,77.8,3.06,2.89,92.26,9.94,Éloigné,Rurale,Moyenne,Faible,Moyenne,55.7,0.453,Moyenne,Ouest,Moyenne,Moyenne,Non,Microfinance sans banque,Moyenne,0.29397602447710286,267.9224153377531,1.1703532794970826,3,4.601908132645995
C-016,Fonds-Verrettes,Croix-des-Bouquets,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,8,0,0,1,0,11,50146,43293,25553,22170,24593,21123,14141,12300,14020,12149,10799,9450,275.81,1.19,25.01,6.4,51.23,3.39,98.31,66.52,18.22,7.76,70.72,52.05,Proche,Urbaine,Faible,Moyenne,Moyenne,43.7,0.285,Faible,Ouest,Moyenne,Faible,Non,Microfinance sans banque,Moyenne,0.8633390499740757,181.8135673108299,2.19359470346588,3,4.643578109084174
C-017,Arcahaie,Arcahaie,Connectée (RN),Urbain,Urbaine-Connectée (RN),17,20,0,2,0,1,40,130620,122477,65622,61738,64998,60739,41782,39356,42608,39975,33604,31629,408.73,13.01,12.89,2.71,48.63,4.64,91.68,71.62,13.0,11.17,72.48,42.29,Éloigné,Urbaine,Moyenne,Moyenne,Élevée,78.1,0.886,Élevée,Ouest,Grande,Élevée,Non,Caisse populaire uniquement,Petite,0.9376588577553208,319.5752697379688,3.062318174858368,4,3.887037257469349
C-018,Cabaret,Arcahaie,Connectée (RN),Urbain,Urbaine-Connectée (RN),11,32,1,1,4,1,50,68406,67428,34104,33678,34302,33750,20798,20537,21893,21550,15562,15328,202.36,1.74,15.78,2.83,44.61,3.83,100.0,70.8,14.64,11.72,70.65,42.31,Proche,Urbaine,Moyenne,Élevée,Élevée,76.6,0.966,Élevée,Ouest,Grande,Élevée,Oui,Pôle financier complet,Petite,0.9857030085080256,338.041114844831,7.309300353770137,6,4.395707492610204
C-019,Anse-à-Galets,La Gonâve,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),22,27,1,0,2,0,52,62709,60946,31572,30795,31137,30151,18214,17742,18530,17924,12976,12564,372.01,2.45,23.38,8.19,57.62,5.08,100.0,72.74,14.09,12.59,97.32,42.62,Éloigné,Urbaine,Faible,Élevée,Élevée,45.5,0.289,Faible,Ouest,Grande,Faible,Oui,Bancarisé,Moyenne,0.971886013171953,168.56804924598802,8.292270646956577,4,4.832691122071517
C-020,Pointe-à-Raquette,La Gonâve,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),4,13,0,0,0,0,17,24579,18876,12831,9889,11748,8987,8207,6444,7236,5573,6760,5413,317.61,0.57,29.68,8.78,48.79,4.04,82.54,80.58,13.46,10.88,78.98,42.44,Proche,Urbaine,Faible,Élevée,Moyenne,75.9,0.907,Élevée,Ouest,Petite,Élevée,Non,Aucune institution formelle,Petite,0.7679726595874528,77.38736185888354,6.9164734122625005,2,3.6359467455621304
C-021,Jacmel,Jacmel,Connectée (RN),Rural,Rurale-Connectée (RN),59,105,3,2,7,4,180,221965,109298,108609,51186,113356,58112,68220,32603,74259,38534,50291,23682,443.88,3.75,29.27,19.01,62.93,3.28,74.26,51.22,3.11,2.83,72.52,6.66,Moyen,Mi-urbaine,Élevée,Élevée,Élevée,48.9,0.226,Faible,Sud-Est,Grande,Faible,Oui,Pôle financier complet,Petite,0.4924109656927894,500.056321528341,8.109386615006871,6,4.413612773657315
C-022,Marigot,Jacmel,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),9,20,0,0,1,2,32,88579,22385,41718,10847,46861,11538,23151,6120,29208,7248,19431,4934,187.11,4.6,29.07,11.35,92.66,3.35,100.0,60.5,2.42,3.89,90.97,10.69,Proche,Rurale,Élevée,Élevée,Élevée,74.8,0.952,Élevée,Sud-Est,Grande,Élevée,Non,Microfinance sans banque,Moyenne,0.2527122681448199,473.40601785046226,3.612594407252283,4,4.558643404868509
C-023,Cayes-Jacmel,Jacmel,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),5,10,0,0,0,1,16,47835,11019,23013,5315,24822,5704,13134,3191,15255,3534,10348,2487,78.99,0.94,26.14,8.75,66.91,3.12,92.22,69.08,2.95,3.0,69.89,8.75,Moyen,Rurale,Élevée,Élevée,Moyenne,63.1,0.727,Élevée,Sud-Est,Moyenne,Moyenne,Non,Caisse populaire uniquement,Moyenne,0.23035434305424898,605.5829851879985,3.3448311905508517,3,4.622632392732895
C-024,La Vallée de Jacmel,Jacmel,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),5,9,0,0,1,2,17,43154,3887,22425,1982,20729,1905,13546,1180,12614,1162,9428,867,84.79,0.88,23.88,12.76,78.3,3.98,73.07,56.41,3.23,3.32,77.42,13.68,Proche,Rurale,Élevée,Élevée,Élevée,56.1,0.508,Moyenne,Sud-Est,Moyenne,Moyenne,Non,Microfinance sans banque,Moyenne,0.09007276266394772,508.95152730274793,3.93937989525884,4,4.577216801018244
C-025,Bainet,Bainet,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),5,19,0,0,0,0,24,102806,12147,51910,5950,50896,6197,30749,3669,31738,3863,23078,3029,300.6,0.59,25.95,10.57,89.51,2.68,98.98,67.61,2.9,2.76,75.46,13.62,Proche,Rurale,Moyenne,Moyenne,Moyenne,51.5,0.342,Faible,Sud-Est,Grande,Faible,Non,Aucune institution formelle,Petite,0.11815458241736863,342.0026613439787,2.3344940956753497,2,4.4547187797902765
C-026,Côtes-de-Fer,Bainet,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),5,5,0,0,0,0,10,58089,7335,30402,3794,27687,3541,18408,2366,17105,2207,12843,1864,162.03,0.5,24.94,13.12,89.04,2.84,89.25,67.95,2.55,3.31,63.82,12.41,Proche,Rurale,Moyenne,Faible,Moyenne,50.7,0.381,Faible,Sud-Est,Moyenne,Faible,Non,Aucune institution formelle,Moyenne,0.1262717554098022,358.50768376226625,1.7214963246053467,2,4.523008642840458
C-027,Belle-Anse,Belle-Anse,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,21,0,0,0,1,24,90035,14478,43814,7453,46221,7025,23265,4146,26481,4156,19132,3351,381.27,1.19,25.28,14.13,87.64,3.24,100.0,86.14,3.46,2.34,81.12,10.61,Éloigné,Rurale,Faible,Moyenne,Moyenne,73.7,0.844,Élevée,Sud-Est,Grande,Élevée,Non,Caisse populaire uniquement,Moyenne,0.16080413172655078,236.1449891153251,2.6656300327650357,3,4.705989964457453
C-028,Grand-Gosier,Belle-Anse,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,0,0,0,0,0,1,20220,6907,10018,3379,10202,3528,5695,2026,6092,2116,4726,1739,83.91,1.21,23.26,11.47,81.86,3.91,99.16,73.54,3.33,2.79,61.08,9.34,Proche,Mi-urbaine,Faible,Faible,Faible,63.6,0.749,Élevée,Sud-Est,Petite,Moyenne,Non,Aucune institution formelle,Petite,0.34159248269040554,240.97247050411156,0.4945598417408507,1,4.278459585272958
C-029,Thiotte,Belle-Anse,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),3,11,0,0,2,1,17,41394,16615,20499,8285,20895,8330,11476,4769,12284,4967,9410,4078,126.33,2.41,21.47,9.99,86.8,4.21,84.51,83.12,2.53,2.46,84.07,9.91,Proche,Mi-urbaine,Moyenne,Élevée,Élevée,51.3,0.408,Faible,Sud-Est,Moyenne,Faible,Non,Microfinance sans banque,Petite,0.4013866743972556,327.6656376157682,4.106875392568971,4,4.3989373007438894
C-030,Anse-à-Pitre,Belle-Anse,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,3,0,0,1,0,5,35726,24431,17878,12356,17848,12075,9974,6765,10598,7317,8835,6228,185.19,4.45,22.41,8.08,69.7,4.59,100.0,75.26,12.09,10.0,76.6,54.24,Proche,Mi-urbaine,Faible,Faible,Moyenne,47.2,0.227,Faible,Sud-Est,Petite,Faible,Non,Microfinance sans banque,Petite,0.6838436992666406,192.9153842000108,1.3995409505682137,3,4.04368986983588
C-031,Cap-Haïtien,Cap-Haïtien,Connectée (RN),Urbain,Urbaine-Connectée (RN),107,91,11,6,6,1,222,301506,299645,139827,139571,161679,160074,88261,88106,103807,102851,58440,58070,53.5,24.21,10.32,3.16,52.76,4.46,86.98,61.62,12.86,13.06,77.98,37.64,Proche,Urbaine,Élevée,Élevée,Élevée,44.7,0.18,Faible,Nord,Grande,Faible,Oui,Pôle financier complet,Grande,0.9938276518543578,5635.626168224299,7.363037551491512,6,5.159240246406571
C-032,Quartier-Morin,Cap-Haïtien,Connectée (RN),Rural,Rurale-Connectée (RN),1,13,0,0,0,0,14,30057,12287,15278,6250,14779,6037,9868,4045,9559,3992,6689,2660,60.36,1.01,35.82,18.77,56.43,3.82,87.9,68.34,3.25,2.72,58.57,7.11,Proche,Mi-urbaine,Élevée,Élevée,Moyenne,67.9,0.709,Élevée,Nord,Petite,Élevée,Non,Aucune institution formelle,Moyenne,0.4087899657317763,497.96222664015903,4.657816814718701,2,4.493496785767678
C-033,Limonade,Cap-Haïtien,Connectée (RN),Urbain,Urbaine-Connectée (RN),5,5,0,0,0,2,12,60583,41309,30704,20767,29879,20542,18540,12572,18761,12982,12878,9048,131.9,1.92,11.24,2.75,45.67,4.62,86.49,74.33,15.62,12.19,72.35,48.49,Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,59.7,0.51,Moyenne,Nord,Moyenne,Moyenne,Non,Caisse populaire uniquement,Moyenne,0.6818579469488141,459.3100833965125,1.9807536767740126,3,4.704379562043796
C-034,Acul-du-Nord,Acul-du-Nord,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),0,8,0,1,0,0,9,61421,31215,30925,15801,30496,15414,19490,9837,19593,9839,12649,6450,186.37,4.71,22.83,8.78,63.84,3.15,100.0,84.89,16.78,13.5,78.62,51.45,Éloigné,Mi-urbaine,Moyenne,Faible,Moyenne,45.4,0.192,Faible,Nord,Moyenne,Faible,Non,Aucune institution formelle,Grande,0.5082138030966608,329.5648441272737,1.4652968854300645,2,4.855798877381611
C-035,Plaine-du-Nord,Acul-du-Nord,Connectée (RN),Urbain,Urbaine-Connectée (RN),1,16,0,0,0,1,18,45326,29337,22166,14376,23160,14961,13105,8505,14400,9436,9538,6427,100.69,4.5,15.14,3.22,44.93,2.99,90.04,65.67,14.27,10.95,53.37,52.45,Proche,Mi-urbaine,Élevée,Élevée,Moyenne,56.5,0.576,Moyenne,Nord,Moyenne,Moyenne,Non,Caisse populaire uniquement,Moyenne,0.647244407183515,450.15393782898,3.9712306402506283,3,4.752149297546655
C-036,Milot,Acul-du-Nord,Connectée (RN),Urbain,Urbaine-Connectée (RN),4,4,0,1,1,1,11,35147,21905,17658,10949,17489,10956,10845,6777,10914,6924,7226,4615,71.64,1.83,15.54,2.84,61.65,4.4,100.0,50.44,12.92,12.64,81.06,48.54,Proche,Mi-urbaine,Élevée,Moyenne,Élevée,58.6,0.487,Moyenne,Nord,Petite,Moyenne,Non,Microfinance sans banque,Grande,0.623239536802572,490.60580681183694,3.1297123509830143,5,4.863963465264323
C-037,Grande-Rivière-du-Nord,Grande-Rivière-du-Nord,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),3,4,0,0,0,0,7,45443,32211,22456,15360,22987,16851,14419,9860,14939,10951,10422,7491,128.15,0.94,17.32,6.09,57.25,3.23,100.0,53.45,17.07,11.88,77.6,49.57,Proche,Urbaine,Moyenne,Faible,Moyenne,67.7,0.67,Moyenne,Nord,Moyenne,Élevée,Non,Aucune institution formelle,Petite,0.7088220407983628,354.60788138899727,1.5403912593798825,2,4.360295528689311
C-038,Bahon,Grande-Rivière-du-Nord,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,3,0,0,0,0,4,25544,8001,12900,4052,12644,3949,7782,2471,7744,2453,5330,1766,76.38,0.24,23.67,12.61,79.3,3.52,82.69,68.47,2.75,3.05,78.3,11.09,Proche,Mi-urbaine,Moyenne,Faible,Moyenne,52.3,0.363,Faible,Nord,Petite,Faible,Non,Aucune institution formelle,Moyenne,0.31322424052615094,334.433097669547,1.5659254619480114,2,4.79249530956848
C-039,Saint-Raphaël,Saint-Raphaël,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),4,22,0,0,3,0,29,59057,36243,29772,18251,29285,17992,17053,10319,17852,11127,12889,8116,183.81,1.78,25.23,7.17,67.55,3.87,52.25,46.75,15.42,12.24,89.33,28.92,Proche,Mi-urbaine,Moyenne,Élevée,Moyenne,59.2,0.59,Moyenne,Nord,Moyenne,Moyenne,Non,Microfinance sans banque,Moyenne,0.613695243578238,321.2937272183233,4.910510185075435,3,4.581969120955854
C-040,Dondon,Saint-Raphaël,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,3,0,0,0,0,5,38016,23753,19343,11999,18673,11754,11690,7080,11652,7265,8123,5032,120.36,0.75,23.78,8.36,56.21,3.94,100.0,91.39,11.51,14.04,75.08,42.18,Proche,Mi-urbaine,Moyenne,Faible,Moyenne,53.6,0.442,Moyenne,Nord,Moyenne,Moyenne,Non,Aucune institution formelle,Moyenne,0.624815867003367,315.852442671984,1.3152356902356903,2,4.680044318601502
C-041,Ranquitte,Saint-Raphaël,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),0,3,0,0,0,0,3,30435,12679,15577,6677,14858,6002,9476,4189,9097,3842,5735,2582,81.65,0.46,28.84,12.07,80.37,4.05,88.23,78.45,2.74,2.71,65.19,12.03,Proche,Mi-urbaine,Moyenne,Faible,Faible,76.9,0.888,Élevée,Nord,Petite,Élevée,Non,Aucune institution formelle,Grande,0.41659273862329554,372.7495407225964,0.9857072449482505,1,5.306887532693985
C-042,Pignon,Saint-Raphaël,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),7,16,0,0,2,0,25,47530,31274,23807,15669,23723,15605,14310,9634,14586,9825,10270,7146,140.41,0.9,20.69,5.8,65.6,4.27,80.92,65.13,17.27,9.42,81.04,41.15,Proche,Mi-urbaine,Moyenne,Élevée,Moyenne,63.4,0.677,Moyenne,Nord,Moyenne,Moyenne,Non,Microfinance sans banque,Moyenne,0.6579844308857563,338.50865322982696,5.259835893120134,3,4.628042843232716
C-043,La Victoire,Saint-Raphaël,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,1,0,0,0,1,3,11582,9060,5741,4543,5841,4517,3234,2553,3411,2659,2339,1882,31.35,0.82,16.35,8.2,45.04,3.91,84.79,60.02,13.39,9.32,100.0,40.86,Proche,Urbaine,Moyenne,Moyenne,Moyenne,45.1,0.205,Faible,Nord,Petite,Faible,Non,Caisse populaire uniquement,Grande,0.7822483163529614,369.44178628389153,2.590226213089277,3,4.951688755878581
C-044,Borgne,Borgne,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),0,3,0,0,0,0,3,73523,30101,36555,14490,36968,15611,20024,8144,22096,9614,13988,6240,202.09,0.87,26.92,12.71,74.95,3.31,87.21,83.1,3.37,3.45,61.37,9.41,Proche,Mi-urbaine,Moyenne,Faible,Faible,53.6,0.307,Faible,Nord,Grande,Moyenne,Non,Aucune institution formelle,Grande,0.4094093004910028,363.813152555792,0.4080355807026373,1,5.256148126965971
C-045,Port-Margot,Borgne,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),4,16,0,0,1,1,22,54799,38949,27491,19797,27308,19152,16009,11474,16699,11634,11006,7879,125.19,2.2,21.7,8.87,64.99,3.86,100.0,59.97,9.76,12.86,74.93,35.69,Proche,Urbaine,Élevée,Élevée,Élevée,51.6,0.353,Faible,Nord,Moyenne,Faible,Non,Microfinance sans banque,Grande,0.7107611452763737,437.72665548366484,4.014671800580302,4,4.979011448300927
C-046,Limbé,Limbé,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),12,12,2,0,2,0,28,93717,82084,46564,40784,47153,41300,28924,25275,30836,27044,17675,15420,125.8,3.64,17.37,8.24,58.37,3.46,95.23,61.0,13.74,10.11,69.78,53.58,Éloigné,Urbaine,Élevée,Moyenne,Élevée,77.8,0.966,Élevée,Nord,Grande,Élevée,Oui,Bancarisé,Grande,0.8758709732492505,744.9682034976153,2.9877183435235866,4,5.302234794908062
C-047,Bas-Limbé,Limbé,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,2,0,0,0,0,4,22961,16279,11329,8049,11632,8230,6495,4546,7329,5250,4457,3142,52.94,0.51,23.04,5.7,70.52,3.69,100.0,63.73,14.61,7.48,65.33,53.81,Éloigné,Urbaine,Élevée,Moyenne,Moyenne,62.7,0.686,Élevée,Nord,Petite,Moyenne,Non,Aucune institution formelle,Grande,0.7089848003135752,433.7174159425765,1.7420844039893733,2,5.151671527933588
C-048,Plaisance,Plaisance,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),4,9,0,0,0,1,14,76447,43515,37799,21423,38648,22092,22255,12703,23432,13559,14729,8528,121.52,2.31,27.96,9.65,44.14,5.29,99.89,73.23,18.92,9.89,87.87,41.98,Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,59.0,0.457,Moyenne,Nord,Grande,Moyenne,Non,Caisse populaire uniquement,Grande,0.5692178895182283,629.0898617511521,1.831334126911455,3,5.190236947518501
C-049,Pilate,Plaisance,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),7,5,0,0,1,1,14,59382,21323,29245,10238,30137,11085,16363,5753,18068,6580,12176,4481,120.8,0.77,19.45,12.53,58.45,3.65,88.69,78.7,2.47,3.25,72.13,11.46,Éloigné,Mi-urbaine,Élevée,Moyenne,Élevée,60.8,0.454,Moyenne,Nord,Moyenne,Moyenne,Non,Microfinance sans banque,Grande,0.3590818766629618,491.57284768211923,2.357616786231518,4,4.876971090670171
C-050,Fort-Liberté,Fort-Liberté,Connectée (RN),Urbain,Urbaine-Connectée (RN),7,9,1,1,1,1,20,37665,34652,18576,16997,19089,17655,10940,9979,11682,10818,8393,7729,240.28,3.39,18.64,2.46,55.33,4.41,88.5,78.99,16.51,10.89,100.0,35.82,Proche,Urbaine,Faible,Élevée,Élevée,42.9,0.249,Faible,Nord-Est,Moyenne,Faible,Oui,Pôle financier complet,Moyenne,0.9200053099694677,156.75461961045445,5.30996946767556,6,4.487668295007745
C-051,Ferrier,Fort-Liberté,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,2,0,0,0,1,4,16015,13375,8217,6905,7798,6470,4699,3942,4623,3912,3851,3259,70.0,1.08,20.63,7.14,65.31,3.4,100.0,83.29,17.38,11.3,97.12,46.05,Éloigné,Urbaine,Faible,Moyenne,Moyenne,51.8,0.405,Faible,Nord-Est,Petite,Faible,Non,Caisse populaire uniquement,Petite,0.8351545426162972,228.78571428571428,2.497658445207618,3,4.158660088288756
C-052,Perches,Fort-Liberté,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,3,0,0,0,1,6,12640,10325,6417,5247,6223,5078,3831,3113,3816,3138,2553,2117,39.64,1.89,23.91,8.38,56.12,4.38,100.0,72.01,13.38,10.14,100.0,53.09,Proche,Urbaine,Moyenne,Élevée,Moyenne,46.2,0.183,Faible,Nord-Est,Petite,Faible,Non,Caisse populaire uniquement,Grande,0.8168512658227848,318.8698284561049,4.746835443037974,3,4.9510379945162555
